user_id,year_month,category,total_spend,month_total_spend,category_spend_share_pct
user_001_v1,2025-10,Entertainment,3949,62760,6.292224346717655
user_001_v1,2025-10,Food,7953,62760,12.67208413001912
user_001_v1,2025-10,Health,1692,62760,2.6959847036328872
user_001_v1,2025-10,Investment,5641,62760,8.988209050350541
user_001_v1,2025-10,Rent,16925,62760,26.967813894200127
user_001_v1,2025-10,Shopping,13764,62760,21.931166347992352
user_001_v1,2025-10,Subscriptions,561,62760,0.8938814531548758
user_001_v1,2025-10,Transport,203,62760,0.32345442957297643
user_001_v1,2025-10,Travel,9590,62760,15.280433397068197
user_001_v1,2025-10,Utilities,2482,62760,3.9547482472912683
user_001_v1,2025-11,Entertainment,1160,50788,2.2840040954556193
user_001_v1,2025-11,Investment,23631,50788,46.52870756871702
user_001_v1,2025-11,Rent,21937,50788,43.193274001732696
user_001_v1,2025-11,Subscriptions,797,50788,1.5692683311018352
user_001_v1,2025-11,Transport,1791,50788,3.526423564621564
user_001_v1,2025-11,Utilities,1472,50788,2.898322438371269
user_001_v1,2025-12,Entertainment,1542,67905,2.27081952728076
user_001_v1,2025-12,Food,1507,67905,2.2192769310065534
user_001_v1,2025-12,Health,2243,67905,3.303144098372727
user_001_v1,2025-12,Investment,12776,67905,18.81452028569325
user_001_v1,2025-12,Rent,34163,67905,50.309991900449155
user_001_v1,2025-12,Shopping,10981,67905,16.171121419630367
user_001_v1,2025-12,Subscriptions,1264,67905,1.861424048302776
user_001_v1,2025-12,Utilities,3429,67905,5.049701789264414
user_001_v1,2026-01,Health,737,51389,1.4341590612777053
user_001_v1,2026-01,Investment,8287,51389,16.12601918698554
user_001_v1,2026-01,Rent,24134,51389,46.963357917063966
user_001_v1,2026-01,Shopping,4703,51389,9.151763996185954
user_001_v1,2026-01,Subscriptions,944,51389,1.8369690011481057
user_001_v1,2026-01,Transport,202,51389,0.39308023117787855
user_001_v1,2026-01,Travel,11419,51389,22.220708711981164
user_001_v1,2026-01,Utilities,963,51389,1.8739418941796884
user_001_v1,2026-02,Entertainment,8672,70647,12.27511430067802
user_001_v1,2026-02,Food,1416,70647,2.0043313941143994
user_001_v1,2026-02,Investment,7145,70647,10.113663708296176
user_001_v1,2026-02,Rent,17064,70647,24.15389188500573
user_001_v1,2026-02,Shopping,18152,70647,25.6939431256812
user_001_v1,2026-02,Subscriptions,1465,70647,2.0736903194757033
user_001_v1,2026-02,Transport,1155,70647,1.6348889549450085
user_001_v1,2026-02,Travel,12475,70647,17.65821620167877
user_001_v1,2026-02,Utilities,3103,70647,4.392260110124988
user_001_v1,2026-03,Entertainment,3602,60377,5.965847922222038
user_001_v1,2026-03,Food,1491,60377,2.469483412557762
user_001_v1,2026-03,Investment,11353,60377,18.803517895887506
user_001_v1,2026-03,Rent,31837,60377,52.7303443364195
user_001_v1,2026-03,Shopping,9754,60377,16.155158421253127
user_001_v1,2026-03,Subscriptions,497,60377,0.823161137519254
user_001_v1,2026-03,Transport,532,60377,0.8811302317107509
user_001_v1,2026-03,Utilities,1311,60377,2.1713566424300645
user_001_v1,2026-04,Food,1911,50345,3.795808918462608
user_001_v1,2026-04,Investment,7547,50345,14.990565100804448
user_001_v1,2026-04,Rent,15771,50345,31.32585162379581
user_001_v1,2026-04,Shopping,13220,50345,26.258814182143215
user_001_v1,2026-04,Subscriptions,566,50345,1.1242427251961467
user_001_v1,2026-04,Transport,1744,50345,3.4640977256927203
user_001_v1,2026-04,Travel,8903,50345,17.68398053431324
user_001_v1,2026-04,Utilities,683,50345,1.3566391895918164
user_001_v1,2026-05,Entertainment,2226,77683,2.8654918064441386
user_001_v1,2026-05,Food,3162,77683,4.0703886307171455
user_001_v1,2026-05,Health,2001,77683,2.5758531467631274
user_001_v1,2026-05,Investment,37588,77683,48.38639084484379
user_001_v1,2026-05,Rent,29429,77683,37.88344940334436
user_001_v1,2026-05,Subscriptions,856,77683,1.1019141897197584
user_001_v1,2026-05,Utilities,2421,77683,3.1165119781676816
user_001_v1,2026-06,Health,400,52542,0.7612957253245023
user_001_v1,2026-06,Investment,17678,52542,33.64546458071638
user_001_v1,2026-06,Rent,32286,52542,61.44798446956721
user_001_v1,2026-06,Subscriptions,608,52542,1.1571695024932434
user_001_v1,2026-06,Utilities,1570,52542,2.9880857218986714
user_001_v1,2026-07,Food,6907,50219,13.75375853760529
user_001_v1,2026-07,Investment,11461,50219,22.822039467133955
user_001_v1,2026-07,Rent,16718,50219,33.29018897230132
user_001_v1,2026-07,Shopping,6985,50219,13.909078237320536
user_001_v1,2026-07,Subscriptions,769,50219,1.5312929369362194
user_001_v1,2026-07,Travel,5870,50219,11.688803042673092
user_001_v1,2026-07,Utilities,1509,50219,3.00483880602959
user_001_v1,2026-08,Entertainment,5307,71818,7.38951237851235
user_001_v1,2026-08,Food,1826,71818,2.542538082374892
user_001_v1,2026-08,Investment,10833,71818,15.083962237879083
user_001_v1,2026-08,Rent,26820,71818,37.344398340248965
user_001_v1,2026-08,Shopping,4220,71818,5.87596424294745
user_001_v1,2026-08,Subscriptions,1181,71818,1.6444345428722604
user_001_v1,2026-08,Travel,15593,71818,21.711827118549667
user_001_v1,2026-08,Utilities,6038,71818,8.407363056615333
user_001_v10,2025-10,Entertainment,3949,62760,6.292224346717655
user_001_v10,2025-10,Food,7953,62760,12.67208413001912
user_001_v10,2025-10,Health,1692,62760,2.6959847036328872
user_001_v10,2025-10,Investment,5641,62760,8.988209050350541
user_001_v10,2025-10,Rent,16925,62760,26.967813894200127
user_001_v10,2025-10,Shopping,13764,62760,21.931166347992352
user_001_v10,2025-10,Subscriptions,561,62760,0.8938814531548758
user_001_v10,2025-10,Transport,203,62760,0.32345442957297643
user_001_v10,2025-10,Travel,9590,62760,15.280433397068197
user_001_v10,2025-10,Utilities,2482,62760,3.9547482472912683
user_001_v10,2025-11,Food,3197,71843,4.4499812090252355
user_001_v10,2025-11,Health,1361,71843,1.8944086410645438
user_001_v10,2025-11,Investment,19014,71843,26.466044012638672
user_001_v10,2025-11,Other,2319,71843,3.2278718873098287
user_001_v10,2025-11,Rent,13571,71843,18.88980137243712
user_001_v10,2025-11,Shopping,9216,71843,12.827972105841907
user_001_v10,2025-11,Subscriptions,18306,71843,25.480561780549255
user_001_v10,2025-11,Transport,1892,71843,2.6335203151316064
user_001_v10,2025-11,Utilities,2967,71843,4.129838676001837
user_001_v10,2025-12,Food,1505,52162,2.8852421302864153
user_001_v10,2025-12,Health,836,52162,1.6026992830029525
user_001_v10,2025-12,Investment,4778,52162,9.159924849507304
user_001_v10,2025-12,Rent,26726,52162,51.236532341551325
user_001_v10,2025-12,Shopping,1075,52162,2.060887235918868
user_001_v10,2025-12,Subscriptions,8258,52162,15.83144818066792
user_001_v10,2025-12,Travel,7754,52162,14.865227560292935
user_001_v10,2025-12,Utilities,1230,52162,2.3580384187722863
user_001_v10,2026-01,Food,1790,76342,2.344711954101281
user_001_v10,2026-01,Investment,13995,76342,18.331979775222027
user_001_v10,2026-01,Other,629,76342,0.8239239213015117
user_001_v10,2026-01,Rent,25005,76342,32.753923135364545
user_001_v10,2026-01,Shopping,6319,76342,8.27722616646145
user_001_v10,2026-01,Subscriptions,12112,76342,15.865447591103193
user_001_v10,2026-01,Transport,1514,76342,1.983180948887899
user_001_v10,2026-01,Travel,13662,76342,17.8957847580624
user_001_v10,2026-01,Utilities,1316,76342,1.7238217494956904
user_001_v10,2026-02,Entertainment,2172,76791,2.8284564597413757
user_001_v10,2026-02,Investment,10132,76791,13.19425453503666
user_001_v10,2026-02,Other,3796,76791,4.9432876248518705
user_001_v10,2026-02,Rent,24913,76791,32.44260395098384
user_001_v10,2026-02,Shopping,6904,76791,8.990636923597819
user_001_v10,2026-02,Subscriptions,24814,76791,32.3136825930122
user_001_v10,2026-02,Transport,1881,76791,2.449505801461109
user_001_v10,2026-02,Utilities,2179,76791,2.837572111315128
user_001_v10,2026-03,Investment,9088,46422,19.576924733962343
user_001_v10,2026-03,Rent,19520,46422,42.049028477876874
user_001_v10,2026-03,Subscriptions,12191,46422,26.2612554392314
user_001_v10,2026-03,Transport,1008,46422,2.1713842574641333
user_001_v10,2026-03,Utilities,4615,46422,9.941407091465255
user_001_v10,2026-04,Entertainment,3065,58986,5.196148238565083
user_001_v10,2026-04,Food,2674,58986,4.533279083172278
user_001_v10,2026-04,Investment,13452,58986,22.805411453565252
user_001_v10,2026-04,Rent,15695,58986,26.60800868002577
user_001_v10,2026-04,Shopping,9949,58986,16.86671413555759
user_001_v10,2026-04,Subscriptions,11764,58986,19.943715457905263
